,titles
1086,"G38c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1087,G38a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances caused these problems? (AO?) (CHECK ALL MENTIONS.) B. SEDATIVES 
1088,G38b. How old were you the first time this happened because of using (alcohol/DRUG)? 
1089,"G38c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1090,G38a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances caused these problems? (AO?) (CHECK ALL MENTIONS.) C. TRANQUILIZERS 
1091,G38b. How old were you the first time this happened because of using (alcohol/DRUG)? 
1092,"G38c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1093,G38a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances caused these problems? (AO?) (CHECK ALL MENTIONS.) D. STIMULANTS 
1094,G38b. How old were you the first time this happened because of using (alcohol/DRUG)? 
1095,"G38c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1096,G38a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances caused these problems? (AO?) (CHECK ALL MENTIONS.) E. ANALGESICS 
1097,G38b. How old were you the first time this happened because of using (alcohol/DRUG)? 
1098,"G38c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1099,G38a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances caused these problems? (AO?) (CHECK ALL MENTIONS.) F. INHALANTS 
1100,G38b. How old were you the first time this happened because of using (alcohol/DRUG)? 
1101,"G38c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past "
1102,G38a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances caused these problems? (AO?) (CHECK ALL MENTIONS.) G. MARIJUANA 
1103,G38b. How old were you the first time this happened because of using (alcohol/DRUG)? 
1104,"G38c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1105,G38a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances caused these problems? (AO?) (CHECK ALL MENTIONS.) H. COCAINE 
1106,G38b. How old were you the first time this happened because of using (alcohol/DRUG)? 
1107,"G38c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1108,G38a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances caused these problems? (AO?) (CHECK ALL MENTIONS.) I. HALLUCINOGENS 
1109,G38b. How old were you the first time this happened because of using (alcohol/DRUG)? 
1110,"G38c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1111,G38a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances caused these problems? (AO?) (CHECK ALL MENTIONS.) J. HEROIN 
1112,G38b. How old were you the first time this happened because of using (alcohol/DRUG)? 
1113,"G38c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1114,G38d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? 
1115,"G19/G41. Did you ever continue to use [alcohol/(or)/DRUG/any of the (other) substances circled] while taking medication you knew was dangerous to mix with alcohol or drugs, or when you had a serious health problem that could be made worse by alcohol or drugs? G41a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances did you continue using? (AO?) (CHECK ALL MENTIONS.) "
1116,G41a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances did you continue using? (AO?) (CHECK ALL MENTIONS.) A. ALCOHOL 
1117,G41b. How old were you the first time you continued to use (alcohol/DRUG) in such a situation? Code YEARS OLD (01-55) 
1118,"G41c. When was the last time [you continued to use (alcohol/DRUG) in such a situation]--(in the past month, past six months, past year, or more than a year ago)? "
1119,G41d. IF MORE THAN A YEAR AGO: How old were you the last time [you continued to use (alcohol/DRUG)] in such a situation? Code YEARS OLD (01-55) 
1120,G41a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances did you continue using? (AO?) (CHECK ALL MENTIONS.) B. SEDATIVES 
1121,G41b. How old were you the first time you continued to use (alcohol/DRUG) in such a situation? Code YEARS OLD (01-55) 
1122,"G41c. When was the last time [you continued to use (alcohol/DRUG) in such a situation]--(in the past month, past six months, past year, or more than a year ago)? "
1123,G41d. IF MORE THAN A YEAR AGO: How old were you the last time [you continued to use (alcohol/DRUG)] in such a situation? Code YEARS OLD (01-55) 
1124,G41a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances did you continue using? (AO?) (CHECK ALL MENTIONS.) C. TRANQUILIZERS 
1125,G41b. How old were you the first time you continued to use (alcohol/DRUG) in such a situation? Code YEARS OLD (01-55) 
1126,"G41c. When was the last time [you continued to use (alcohol/DRUG) in such a situation]--(in the past month, past six months, past year, or more than a year ago)? "
1127,G41d. IF MORE THAN A YEAR AGO: How old were you the last time [you continued to use (alcohol/DRUG)] in such a situation? Code YEARS OLD (01-55) 
1128,G41a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances did you continue using? (AO?) (CHECK ALL MENTIONS.) D. STIMULANTS 
1129,G41b. How old were you the first time you continued to use (alcohol/DRUG) in such a situation? Code YEARS OLD (01-55) 
1130,"G41c. When was the last time [you continued to use (alcohol/DRUG) in such a situation]--(in the past month, past six months, past year, or more than a year ago)? "
1131,G41d. IF MORE THAN A YEAR AGO: How old were you the last time [you continued to use (alcohol/DRUG)] in such a situation? Code YEARS OLD (01-55) 
1132,G41a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances did you continue using? (AO?) (CHECK ALL MENTIONS.) E. ANALGESICS 
1133,G41b. How old were you the first time you continued to use (alcohol/DRUG) in such a situation? Code YEARS OLD (01-55) 
1134,"G41c. When was the last time [you continued to use (alcohol/DRUG) in such a situation]--(in the past month, past six months, past year, or more than a year ago)? "
1135,G41d. IF MORE THAN A YEAR AGO: How old were you the last time [you continued to use (alcohol/DRUG)] in such a situation? Code YEARS OLD (01-55) 
1136,G41a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances did you continue using? (AO?) (CHECK ALL MENTIONS.) F. INHALANTS 
1137,G41b. How old were you the first time you continued to use (alcohol/DRUG) in such a situation? Code YEARS OLD (01-55) 
1138,"G41c. When was the last time [you continued to use (alcohol/DRUG) in such a situation]--(in the past month, "
1139,G41d. IF MORE THAN A YEAR AGO: How old were you the last time [you continued to use (alcohol/DRUG)] in such a situation? 
1140,G41a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances did you continue using? (AO?) (CHECK ALL MENTIONS.) G. MARIJUANA 
1141,G41b. How old were you the first time you continued to use (alcohol/DRUG) in such a situation? Code YEARS OLD (01-55) 
1142,"G41c. When was the last time [you continued to use (alcohol/DRUG) in such a situation]--(in the past month, past six months, past year, or more than a year ago)? "
1143,G41d. IF MORE THAN A YEAR AGO: How old were you the last time [you continued to use (alcohol/DRUG)] in such a situation? Code YEARS OLD (01-55) 
1144,G41a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances did you continue using? (AO?) (CHECK ALL MENTIONS.) H. COCAINE 
1145,G41b. How old were you the first time you continued to use (alcohol/DRUG) in such a situation? Code YEARS OLD (01-55) 
1146,"G41c. When was the last time [you continued to use (alcohol/DRUG) in such a situation]--(in the past month, past six months, past year, or more than a year ago)? "
1147,G41d. IF MORE THAN A YEAR AGO: How old were you the last time [you continued to use (alcohol/DRUG)] in such a situation? Code YEARS OLD (01-55) 
1148,G41a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances did you continue using? (AO?) (CHECK ALL MENTIONS.) I. HALLUCINOGENS 
1149,G41b. How old were you the first time you continued to use (alcohol/DRUG) in such a situation? Code YEARS OLD (01-55) 
1150,"G41c. When was the last time [you continued to use (alcohol/DRUG) in such a situation]--(in the past month, past six months, past year, or more than a year ago)? "
1151,G41d. IF MORE THAN A YEAR AGO: How old were you the last time [you continued to use (alcohol/DRUG)] in such a situation? Code YEARS OLD (01-55) 
1152,G41a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances did you continue using? (AO?) (CHECK ALL MENTIONS.) J. HEROIN 
1153,G41b. How old were you the first time you continued to use (alcohol/DRUG) in such a situation? Code YEARS OLD (01-55) 
1154,"G41c. When was the last time [you continued to use (alcohol/DRUG) in such a situation]--(in the past month, past six months, past year, or more than a year ago)? "
1155,G41d. IF MORE THAN A YEAR AGO: How old were you the last time [you continued to use (alcohol/DRUG)] in such a situation? Code YEARS OLD (01-55) 
1156,G20/G42. Have you ever felt such a strong desire to use [alcohol/ (or)/DRUG/any of the (other) substances circled] that you could not resist it or could not think of anything else? G42a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances caused this strong urge? (AO?) (CHECK ALL MENTIONS.) 
1157,G42a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances caused this strong urge? (AO?) (CHECK ALL MENTIONS.) A. ALCOHOL 
1158,G42b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1159,"G42c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1160,G42d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1161,G42a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances caused this strong urge? (AO?) (CHECK ALL MENTIONS.) B. SEDATIVES 
1162,G42b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1163,"G42c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1164,G42d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1165,G42a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances caused this strong urge? (AO?) (CHECK ALL MENTIONS.) C. TRANQUILIZERS 
1166,G42b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1167,"G42c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1168,G42d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1169,G42a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances caused this strong urge? (AO?) (CHECK ALL MENTIONS.) D. STIMULANTS 
1170,G42b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1171,"G42c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1172,G42d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1173,G42a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances caused this strong urge? (AO?) (CHECK ALL MENTIONS.) E. ANALGESICS 
1174,G42b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1175,"G42c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1176,G42d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1177,G42a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances caused this strong urge? (AO?) (CHECK ALL MENTIONS.) F. INHALANTS 
1178,G42b. How old were you the first time this happened because of using (alcohol/DRUG)? 
1179,"G42c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past "
1180,G42d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? 
1181,G42a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances caused this strong urge? (AO?) (CHECK ALL MENTIONS.) G. MARIJUANA 
1182,G42b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1183,"G42c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1184,G42d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1185,G42a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances caused this strong urge? (AO?) (CHECK ALL MENTIONS.) H. COCAINE 
1186,G42b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1187,"G42c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1188,G42d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1189,G42a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances caused this strong urge? (AO?) (CHECK ALL MENTIONS.) I. HALLUCINOGENS 
1190,G42b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1191,"G42c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1192,G42d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1193,G42a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances caused this strong urge? (AO?) (CHECK ALL MENTIONS.) J. HEROIN 
1194,G42b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1195,"G42c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1196,G42d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1197,G20a. INTERVIEWER CHECKPOINT 
1198,G20b. INTERVIEWER CHECKPOINT 
1199,"G21/ G43. Did your use of [alcohol/(or)/DRUG/any of the (other) substances circled] ever become so regular that you would not change when, or how much you took it, no matter what you were doing or where you were? "
1200,G43a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) A. ALCOHOL 
1201,G43b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1202,"G43c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1203,G43d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1204,G43a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) B. SEDATIVES 
1205,G43b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1206,"G43c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1207,G43d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1208,G43a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) C. TRANQUILIZERS 
1209,G43b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1210,"G43c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1211,G43d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1212,G43a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) D. STIMULANTS 
1213,G43b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1214,"G43c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1215,G43d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1216,G43a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) E. ANALGESICS 
1217,G43b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1218,"G43c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1219,G43d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1220,G43a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) F. INHALANTS 
1221,G43b. How old were you the first time this happened because of using (alcohol/DRUG)? 
1222,"G43c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past "
1223,G43d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? 
1224,G43a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) G. MARIJUANA 
1225,G43b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1226,"G43c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1227,G43d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1228,G43a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) H. COCAINE 
1229,G43b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1230,"G43c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1231,G43d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1232,G43a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) I. HALLUCINOGENS 
1233,G43b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1234,"G43c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1235,G43d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1236,G43a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) J. HEROIN 
1237,G43b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1238,"G43c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1239,G43d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1240,G22/G44. Have you ever wanted or tried to stop or cut down on [alcohol/(or)/ DRUG/any of the (other) substances circled] but found you could not? 
1241,G44a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) A. ALCOHOL 
1242,G44b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1243,"G44c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1244,G44d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1245,G44a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) B. SEDATIVES 
1246,G44b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1247,"G44c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1248,G44d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1249,G44a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) C. TRANQUILIZERS 
1250,G44b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1251,"G44c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1252,G44d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1253,G44a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) D. STIMULANTS 
1254,G44b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1255,"G44c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1256,G44d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1257,G44a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) E. ANALGESICS 
1258,G44b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1259,"G44c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1260,G44d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1261,G44a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) F. INHALANTS 
1262,G44b. How old were you the first time this happened because of using (alcohol/DRUG)? 
1263,"G44c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past "
1264,G44d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? 
1265,G44a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) G. MARIJUANA 
1266,G44b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1267,"G44c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1268,G44d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1269,G44a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) H. COCAINE 
1270,G44b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1271,"G44c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1272,G44d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1273,G44a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) I. HALLUCINOGENS 
1274,G44b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1275,"G44c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1276,G44d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1277,G44a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) J. HEROIN 
1278,G44b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1279,"G44c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1280,G44d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1281,"G24/G46. Did you ever have a period of a month or more when you spent a great deal of time using [alcohol/(or)/DRUG/any of the (other) substances circled], getting it, or getting over its effects? "
1282,G46a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) A. ALCOHOL 
1283,G46b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1284,"G46c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1285,G46d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1286,G46a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) B. SEDATIVES 
1287,G46b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1288,"G46c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1289,G46d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1290,G46a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) C. TRANQUILIZERS 
1291,G46b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1292,"G46c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1293,G46d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1294,G46a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) D. STIMULANTS 
1295,G46b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1296,"G46c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1297,G46d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1298,G46a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) E. ANALGESICS 
1299,G46b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1300,"G46c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1301,G46d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1302,G46a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) F. INHALANTS 
1303,G46b. How old were you the first time this happened because of using (alcohol/DRUG)? 
1304,"G46c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past "
1305,G46d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? 
1306,G46a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) G. MARIJUANA 
1307,G46b. How old were you the first time this happened because of using (alcohol/DRUG)? Code YEARS OLD (01-55) 
1308,"G46c. When was the last time this happened because of using (alcohol/DRUG)--(in the past month, past six months, past year, or more than a year ago)? "
1309,G46d. IF MORE THAN A YEAR AGO: How old were you the last time this happened [because of using (alcohol/DRUG)]? Code YEARS OLD (01-55) 
1310,G46a. CHECK CATEGORY OR IF MORE THAN ONE CATEGORY ASK: Which substances? (AO?) (CHECK ALL MENTIONS.) H. COCAINE 
